Employee_ID,Work_Arrangement,Department,Job_Level,Years_Experience,Company_Size,Region,Meeting_Hours_Weekly,Commute_Minutes_Daily,Focus_Hours_Daily,Communication_Tool,Project_Tool,Focus_Score,Collaboration_Score,Innovation_Score,Work_Life_Balance_Score,Burnout_Risk_Percent,Satisfaction_Score,Tasks_Completed_Weekly,Response_Time_Hours,Survey_Date
b0c2040e,Hybrid,Operations,Senior,8,Large (1000-5000),Europe,7.4,29,6.6,Microsoft Teams,Jira,8.1,8.3,7.1,5.7,44,6.0,34,4.2,2025-12-09
858ebe17,Hybrid,Marketing,Lead,6,Medium (200-1000),Europe,10.1,44,5.5,Discord,Trello,8.1,4.9,8.0,6.3,46,7.0,25,3.6,2025-12-04
ae619d1a,Hybrid,Sales,Senior,7,Medium (200-1000),Americas,4.7,39,7.3,Google Meet,Notion,5.5,9.3,8.1,5.6,20,6.1,34,4.9,2025-09-28
1a2a2453,Office,Customer Support,Director,15,Startup (<50),Americas,13.9,65,4.8,Microsoft Teams,Linear,5.6,7.4,8.1,6.1,36,5.8,20,2.9,2025-10-28
220e5745,Office,Finance,Junior,0,Large (1000-5000),Americas,13.1,85,5.5,Google Meet,Jira,4.5,7.7,6.7,7.5,25,7.1,31,1.8,2025-10-01
29c8b6f5,Hybrid,Sales,Manager,11,Medium (200-1000),Americas,8.0,30,7.1,Zoom,Asana,6.7,9.0,8.0,8.2,41,8.7,33,3.7,2026-01-28
bc4fe720,Office,Sales,Junior,0,Large (1000-5000),Europe,13.0,78,4.8,Zoom,Jira,6.5,7.0,8.6,4.5,47,5.6,42,2.1,2025-12-24
cc27df71,Remote,Product,Senior,4,Startup (<50),Asia-Pacific,3.0,0,8.0,Google Meet,Trello,8.5,3.4,7.1,5.9,41,6.3,32,3.7,2026-01-29
953fff78,Hybrid,Design,Senior,9,Small (50-200),Europe,4.8,33,8.0,Zoom,Notion,8.5,7.3,4.5,8.5,6,8.7,31,4.2,2025-08-15
5914c9a6,Remote,Operations,Lead,7,Startup (<50),Middle East/Africa,2.7,0,8.0,Google Meet,Linear,5.7,7.8,8.0,8.0,12,7.1,16,5.9,2025-08-02
8987184b,Hybrid,Engineering,Senior,8,Large (1000-5000),Asia-Pacific,5.2,35,6.3,Discord,Asana,4.4,3.9,10.0,10.0,2,8.2,21,4.9,2025-10-28
1285a124,Hybrid,Product,Senior,9,Large (1000-5000),Europe,11.6,30,5.4,Zoom,Linear,9.6,7.2,8.7,4.8,36,6.8,44,1.5,2025-11-29
27d4b8e1,Remote,Design,Mid,3,Medium (200-1000),Europe,2.3,0,8.0,Microsoft Teams,Jira,7.0,4.4,5.7,6.3,38,6.1,32,5.5,2025-11-18
677d78b1,Office,Sales,Mid,2,Large (1000-5000),Americas,7.5,30,6.4,Zoom,Monday.com,2.7,10.0,7.4,6.7,28,5.9,18,3.7,2025-08-20
ce7781ca,Hybrid,Customer Support,Mid,4,Small (50-200),Americas,6.4,42,6.8,Google Meet,Notion,6.9,8.3,7.1,7.7,33,8.6,36,4.2,2025-08-15
8b412288,Hybrid,Product,Mid,4,Startup (<50),Americas,6.6,26,6.2,Slack,Jira,9.2,7.9,8.1,8.7,25,8.5,35,6.0,2025-11-13
051e029c,Remote,Design,Senior,7,Medium (200-1000),Americas,3.7,0,8.0,Google Meet,Jira,8.6,4.7,6.5,6.0,32,7.6,35,4.2,2025-09-11
13c1cf82,Remote,Marketing,Lead,10,Large (1000-5000),Asia-Pacific,6.2,0,7.5,Slack,Linear,10.0,3.6,6.3,7.7,27,7.8,44,5.1,2025-11-07
6100ab11,Remote,HR,Junior,0,Large (1000-5000),Europe,2.9,0,8.0,Microsoft Teams,Jira,6.9,5.1,7.5,10.0,24,9.2,35,5.2,2025-09-21
2b21c8a9,Remote,Product,Lead,6,Large (1000-5000),Asia-Pacific,2.0,0,8.0,Microsoft Teams,Linear,7.5,4.6,7.7,5.1,19,6.6,30,5.4,2025-08-26
d21f410e,Office,Engineering,Mid,2,Small (50-200),Americas,10.8,46,6.6,Google Meet,Monday.com,6.8,8.7,8.6,5.9,37,6.5,32,2.8,2026-01-29
34f720e6,Hybrid,Finance,Mid,4,Enterprise (5000+),Asia-Pacific,8.4,36,5.9,Discord,Monday.com,10.0,7.6,9.7,7.8,18,7.1,50,5.4,2025-10-07
9bef1d50,Remote,Finance,Mid,3,Small (50-200),Europe,6.8,0,7.9,Zoom,Jira,5.7,4.2,6.2,8.0,15,6.5,26,5.5,2026-01-19
c18314ab,Office,Engineering,Senior,4,Enterprise (5000+),Americas,12.5,36,4.1,Microsoft Teams,Jira,5.0,5.9,7.6,7.3,34,6.7,27,0.5,2025-08-14
6c61b2b7,Hybrid,Customer Support,Senior,4,Medium (200-1000),Americas,6.2,18,7.0,Microsoft Teams,Monday.com,7.1,8.1,8.5,6.7,21,8.6,23,5.8,2026-01-18
1cb31515,Office,Customer Support,Mid,4,Large (1000-5000),Asia-Pacific,14.1,46,4.5,Google Meet,Monday.com,1.0,8.1,7.5,7.1,42,6.6,19,1.4,2025-09-17
ba946c39,Hybrid,Customer Support,Junior,1,Small (50-200),Americas,9.2,36,5.8,Discord,Monday.com,6.0,7.8,7.3,8.5,15,7.0,37,5.7,2025-10-11
ed273013,Office,Product,Mid,2,Startup (<50),Europe,10.9,32,5.3,Google Meet,Jira,5.5,6.1,5.7,5.7,25,4.7,34,3.2,2025-09-25
a9e58352,Remote,Operations,Mid,3,Medium (200-1000),Europe,7.2,0,7.9,Microsoft Teams,Jira,6.9,5.6,7.1,8.1,39,8.4,35,4.8,2025-08-31
b7292aba,Hybrid,Finance,Junior,1,Large (1000-5000),Americas,10.3,36,5.9,Slack,Asana,7.3,5.5,6.2,6.9,36,6.1,35,3.3,2025-10-25
45b5b0d2,Office,Design,Mid,4,Small (50-200),Europe,13.3,51,4.1,Google Meet,Trello,5.5,9.8,6.6,4.8,38,6.5,29,2.0,2026-01-09
6d99c9cd,Hybrid,Sales,Lead,6,Small (50-200),Europe,7.8,37,7.2,Discord,Monday.com,5.0,10.0,7.9,7.0,29,8.3,30,3.3,2025-11-14
47e0026b,Remote,Marketing,Mid,4,Startup (<50),Americas,2.4,0,8.0,Discord,Monday.com,8.7,7.7,5.2,8.8,25,7.5,33,3.7,2025-12-15
934eca53,Hybrid,HR,Senior,7,Startup (<50),Europe,6.0,26,7.8,Microsoft Teams,Trello,8.8,6.8,7.4,9.3,4,7.8,40,4.0,2025-09-28
367287be,Office,Customer Support,Junior,0,Startup (<50),Americas,14.3,70,4.6,Zoom,Linear,6.9,7.7,5.3,3.0,32,5.8,30,2.8,2025-11-27
b43165f9,Hybrid,Product,Mid,2,Small (50-200),Europe,11.5,40,6.5,Google Meet,Jira,6.5,5.2,9.3,9.0,23,8.1,41,4.7,2026-01-04
69c57312,Hybrid,Operations,Senior,4,Medium (200-1000),Europe,11.1,23,6.3,Slack,Notion,6.4,7.1,7.8,8.2,18,10.0,29,4.0,2025-12-05
9454ba31,Hybrid,Product,Lead,10,Startup (<50),Americas,6.7,42,6.5,Discord,Jira,8.6,5.8,7.6,8.5,0,8.9,24,3.9,2025-11-11
27f7f27d,Hybrid,Finance,Senior,5,Startup (<50),Americas,7.3,44,6.8,Discord,Jira,5.9,6.6,8.5,9.4,18,8.4,14,4.4,2025-08-02
680ca3d0,Office,Operations,Manager,9,Large (1000-5000),Americas,11.4,45,5.7,Google Meet,Monday.com,4.2,10.0,8.5,4.9,28,8.5,22,3.9,2025-12-08
bad6ee80,Hybrid,HR,Junior,0,Medium (200-1000),Americas,4.9,21,7.0,Slack,Jira,7.4,5.5,6.3,6.3,18,6.7,32,5.6,2026-01-06
12c97567,Hybrid,Finance,Mid,3,Enterprise (5000+),Americas,8.2,29,5.7,Discord,Linear,7.9,9.4,8.3,9.4,6,7.2,49,2.5,2025-11-16
3aaf8446,Hybrid,HR,Mid,4,Small (50-200),Europe,8.9,40,5.3,Microsoft Teams,Notion,4.7,5.6,7.8,9.1,7,8.5,31,3.8,2025-09-28
e6f95b33,Remote,Engineering,Mid,3,Startup (<50),Europe,5.0,0,8.0,Zoom,Notion,7.0,6.5,3.9,6.5,29,8.2,41,3.4,2026-01-28
6f5e5e39,Hybrid,Product,Junior,0,Small (50-200),Europe,11.8,29,5.2,Zoom,Trello,3.7,6.9,6.4,9.2,31,8.9,19,4.4,2025-12-07
f5e563eb,Hybrid,Operations,Junior,0,Small (50-200),Americas,9.4,15,6.3,Zoom,Trello,4.7,10.0,8.5,7.0,17,7.5,23,4.3,2025-08-21
d988560c,Office,Operations,Lead,11,Large (1000-5000),Europe,12.8,66,3.9,Slack,Asana,6.7,8.3,4.6,5.8,39,8.1,24,0.5,2026-01-30
202fe725,Remote,Sales,Mid,3,Startup (<50),Asia-Pacific,5.8,0,7.5,Google Meet,Asana,9.4,6.2,6.2,6.3,34,5.4,49,7.7,2026-01-18
a651d28c,Office,HR,Mid,4,Small (50-200),Americas,12.2,23,5.4,Google Meet,Notion,5.2,7.4,7.6,4.6,36,6.2,31,4.6,2025-08-27
eadbe577,Remote,Marketing,Senior,8,Enterprise (5000+),Americas,5.0,0,8.0,Microsoft Teams,Notion,10.0,7.3,7.4,10.0,0,10.0,31,4.4,2025-09-21
4b8593ee,Office,Marketing,Manager,7,Medium (200-1000),Middle East/Africa,9.5,50,7.3,Discord,Jira,4.9,6.1,7.3,4.1,39,6.6,21,5.0,2025-08-23
96853fba,Remote,HR,Director,16,Medium (200-1000),Americas,7.1,0,8.0,Zoom,Notion,10.0,3.0,4.9,9.2,0,8.7,41,4.4,2026-01-20
6663976e,Hybrid,Operations,Junior,0,Enterprise (5000+),Asia-Pacific,4.7,19,6.9,Zoom,Jira,6.4,8.0,6.1,6.6,4,5.4,28,4.2,2025-08-21
0215ab19,Hybrid,Sales,Director,13,Medium (200-1000),Americas,8.5,22,7.0,Google Meet,Monday.com,6.1,8.2,6.1,8.1,19,6.7,27,3.9,2025-12-23
934e0371,Hybrid,Product,Senior,7,Medium (200-1000),Americas,4.4,33,5.5,Google Meet,Trello,6.3,8.1,4.3,6.5,27,6.4,29,3.4,2025-11-16
031b75e2,Remote,Customer Support,Mid,3,Medium (200-1000),Americas,7.0,0,8.0,Google Meet,Jira,7.3,4.0,3.2,8.8,30,5.7,38,6.1,2025-08-31
4446bb1f,Remote,HR,Mid,3,Medium (200-1000),Europe,6.6,0,7.6,Discord,Monday.com,8.2,5.8,6.2,10.0,6,9.5,35,6.1,2025-09-22
55a20926,Office,Engineering,Mid,2,Medium (200-1000),Europe,10.4,84,4.9,Slack,Monday.com,6.3,6.9,10.0,5.9,35,7.5,32,3.5,2025-09-24
bbe3b4fb,Hybrid,Sales,Senior,7,Enterprise (5000+),Asia-Pacific,9.3,34,5.8,Discord,Linear,8.5,7.2,4.4,5.5,27,5.2,30,2.6,2025-11-26
7ab17e31,Hybrid,Engineering,Director,18,Medium (200-1000),Europe,9.9,30,6.9,Microsoft Teams,Jira,7.6,5.8,9.0,2.6,37,5.8,26,4.9,2025-09-10
06008483,Office,Engineering,Senior,5,Medium (200-1000),Europe,12.9,58,4.7,Discord,Monday.com,6.8,6.3,7.4,4.3,31,5.4,22,2.1,2025-12-18
c857d105,Hybrid,HR,Mid,3,Enterprise (5000+),Americas,10.4,35,5.8,Discord,Jira,5.9,8.4,4.2,8.7,21,7.3,31,3.3,2025-10-06
60d2d327,Office,Product,Mid,2,Medium (200-1000),Europe,8.0,66,5.3,Slack,Jira,6.7,5.6,6.4,6.4,23,8.0,28,5.4,2025-09-09
932c9122,Hybrid,Operations,Senior,8,Small (50-200),Europe,8.1,43,6.6,Google Meet,Linear,9.2,7.2,5.9,5.0,28,5.5,27,4.5,2025-12-12
ca0555d9,Remote,Marketing,Senior,7,Medium (200-1000),Americas,5.5,0,8.0,Zoom,Asana,5.5,3.0,4.6,8.5,22,9.0,20,5.6,2025-12-02
1900888a,Office,Marketing,Mid,2,Enterprise (5000+),Europe,6.3,55,6.0,Microsoft Teams,Notion,5.6,6.8,6.0,5.1,36,6.2,29,2.4,2026-01-13
d55fa483,Office,Customer Support,Mid,4,Small (50-200),Asia-Pacific,6.8,89,7.0,Microsoft Teams,Trello,6.0,5.2,7.7,4.7,23,6.0,30,3.9,2025-09-21
c2dac539,Remote,Product,Junior,0,Startup (<50),Americas,5.8,0,8.0,Zoom,Linear,7.3,4.3,6.0,7.6,20,8.6,38,4.6,2025-11-07
2e156384,Hybrid,HR,Junior,1,Medium (200-1000),Asia-Pacific,4.4,31,6.9,Slack,Monday.com,10.0,6.5,3.9,5.1,37,7.7,45,5.3,2025-11-03
c22846f5,Remote,Product,Lead,6,Large (1000-5000),Americas,7.5,0,8.0,Discord,Asana,6.2,6.8,7.1,8.4,24,8.8,30,5.3,2025-09-18
1953a41c,Remote,Sales,Director,15,Medium (200-1000),Middle East/Africa,4.2,0,8.0,Google Meet,Linear,10.0,4.6,5.2,8.0,16,8.6,37,5.7,2026-01-23
179e3029,Office,Finance,Lead,10,Small (50-200),Americas,14.5,66,4.3,Zoom,Monday.com,9.1,6.5,7.5,5.2,46,7.0,29,2.2,2026-01-24
a8d02279,Office,Operations,Junior,1,Medium (200-1000),Europe,10.5,34,4.7,Slack,Notion,4.0,7.4,6.0,6.5,24,5.7,25,3.5,2026-01-12
1eb8b8b3,Office,Customer Support,Manager,5,Large (1000-5000),Middle East/Africa,15.0,84,4.1,Microsoft Teams,Linear,4.8,6.7,8.5,5.1,60,7.8,29,3.2,2025-08-10
dbb9b66a,Hybrid,Design,Senior,4,Enterprise (5000+),Americas,5.1,15,7.8,Zoom,Notion,10.0,7.2,5.2,6.4,6,8.0,31,4.2,2025-08-18
bf763c4c,Hybrid,Design,Mid,2,Startup (<50),Americas,11.8,23,5.3,Discord,Asana,7.2,6.9,7.8,6.1,25,7.1,30,4.2,2025-12-02
7c061ec3,Remote,Product,Senior,5,Startup (<50),Asia-Pacific,2.0,0,8.0,Slack,Trello,5.0,4.4,4.5,10.0,11,9.7,22,4.8,2025-10-22
32cf15aa,Hybrid,Finance,Mid,2,Medium (200-1000),Americas,5.4,33,7.2,Google Meet,Asana,7.1,6.9,6.1,6.9,24,7.7,35,4.9,2026-01-09
794dbbda,Remote,Sales,Director,18,Small (50-200),Americas,5.6,0,7.4,Google Meet,Jira,10.0,5.8,7.3,10.0,11,8.3,33,5.0,2025-09-23
10aabc0c,Hybrid,Marketing,Junior,0,Large (1000-5000),Asia-Pacific,8.4,38,6.9,Zoom,Trello,6.3,6.9,7.9,6.5,21,6.5,20,4.1,2025-08-09
ef2b6a5f,Hybrid,Product,Mid,3,Small (50-200),Middle East/Africa,5.9,18,7.1,Google Meet,Jira,8.4,4.5,6.6,6.8,30,7.7,43,5.5,2025-08-01
c19e6258,Hybrid,Engineering,Mid,4,Large (1000-5000),Americas,7.5,38,7.0,Zoom,Trello,7.6,8.0,6.0,6.4,27,6.8,35,3.9,2025-10-04
994722c1,Office,Marketing,Manager,10,Medium (200-1000),Americas,6.4,83,6.3,Microsoft Teams,Monday.com,7.1,9.7,9.3,7.9,14,6.3,32,3.8,2025-12-28
24022996,Office,Sales,Mid,2,Medium (200-1000),Americas,11.0,78,5.4,Discord,Trello,5.9,8.4,8.9,1.4,59,5.8,42,3.2,2025-08-26
1233a027,Hybrid,Marketing,Senior,7,Small (50-200),Europe,4.5,42,6.5,Google Meet,Trello,7.5,7.0,6.4,8.3,21,7.0,23,5.0,2025-12-02
fb9c81e4,Office,Sales,Mid,2,Startup (<50),Europe,9.1,35,6.8,Slack,Asana,4.5,9.8,7.0,7.4,17,7.1,27,2.5,2025-09-20
eb8b7bc3,Office,HR,Senior,8,Large (1000-5000),Middle East/Africa,8.0,34,5.0,Google Meet,Linear,10.0,9.9,7.0,6.1,31,5.6,43,2.8,2025-09-01
afacd5f2,Office,Design,Mid,2,Medium (200-1000),Europe,7.0,82,6.7,Microsoft Teams,Linear,7.1,8.9,10.0,4.6,35,5.4,40,2.9,2025-12-22
96ef0bbf,Remote,Sales,Senior,6,Small (50-200),Asia-Pacific,3.7,0,8.0,Zoom,Monday.com,6.6,5.5,3.8,9.3,6,8.0,31,5.8,2025-10-25
7f5f68b2,Remote,Engineering,Senior,4,Enterprise (5000+),Asia-Pacific,4.9,0,8.0,Zoom,Asana,8.3,7.0,4.4,10.0,0,9.2,25,5.0,2025-11-16
9517d372,Remote,HR,Mid,3,Small (50-200),Europe,6.3,0,8.0,Discord,Trello,7.8,2.7,7.4,5.5,29,6.2,40,4.7,2025-12-16
38cb2462,Office,Marketing,Senior,9,Large (1000-5000),Asia-Pacific,9.1,43,5.9,Discord,Trello,1.4,7.7,9.5,6.9,8,7.0,2,3.4,2025-10-23
cb1977e1,Hybrid,Marketing,Lead,7,Startup (<50),Americas,5.3,26,6.4,Microsoft Teams,Asana,5.0,4.8,7.1,7.2,21,7.0,33,4.2,2025-11-17
aa5c8a2d,Office,Sales,Lead,7,Small (50-200),Americas,15.0,35,4.5,Microsoft Teams,Asana,6.6,8.5,8.7,3.6,46,4.6,29,0.6,2025-08-02
a35c86d1,Office,Operations,Senior,7,Medium (200-1000),Americas,10.5,63,5.1,Slack,Asana,3.5,8.2,8.6,6.2,40,7.0,18,1.4,2025-08-22
2dbf6d0f,Hybrid,Finance,Mid,2,Small (50-200),Asia-Pacific,11.8,41,4.9,Google Meet,Notion,6.5,8.8,6.3,7.2,24,5.8,31,3.1,2025-08-15
2c733158,Office,Finance,Mid,4,Small (50-200),Asia-Pacific,11.0,32,5.7,Zoom,Monday.com,5.2,6.5,7.5,6.0,31,5.8,33,3.0,2026-01-31
d76a1f23,Remote,Product,Senior,4,Startup (<50),Europe,7.2,0,8.0,Discord,Notion,8.2,2.5,8.2,8.6,9,7.2,32,5.7,2026-01-19
aad06c37,Remote,Operations,Director,18,Small (50-200),Americas,3.8,0,8.0,Discord,Jira,7.0,5.2,7.0,5.7,30,8.2,23,4.3,2025-12-13
0b887e09,Remote,Marketing,Mid,2,Enterprise (5000+),Americas,4.3,0,8.0,Slack,Trello,5.5,5.9,7.6,8.5,21,6.0,31,6.2,2026-01-23
a52d70a5,Remote,Sales,Junior,1,Enterprise (5000+),Americas,2.3,0,8.0,Slack,Trello,7.6,5.2,8.8,10.0,30,7.4,40,5.9,2025-08-29
03b013f1,Hybrid,Product,Senior,6,Medium (200-1000),Americas,11.6,42,5.9,Slack,Notion,7.8,7.4,8.5,7.2,14,8.2,26,2.2,2025-11-14
6feff6c0,Hybrid,Operations,Mid,3,Enterprise (5000+),Europe,5.7,16,6.8,Zoom,Jira,8.2,9.0,2.8,10.0,10,10.0,35,2.2,2025-08-07
20b0fea0,Remote,Marketing,Junior,1,Medium (200-1000),Asia-Pacific,5.9,0,8.0,Google Meet,Linear,9.4,7.1,5.7,4.8,39,5.2,42,4.3,2026-01-10
e12cfdc8,Remote,Sales,Senior,8,Medium (200-1000),Europe,2.0,0,8.0,Discord,Monday.com,8.2,7.1,8.4,8.6,3,7.4,35,4.4,2025-10-11
e6f65a30,Hybrid,Sales,Lead,8,Small (50-200),Asia-Pacific,6.0,39,7.3,Discord,Linear,6.8,9.2,7.4,9.7,0,7.0,32,4.9,2025-11-22
a63492cf,Hybrid,Marketing,Junior,1,Large (1000-5000),Middle East/Africa,11.3,24,5.2,Slack,Asana,6.6,8.1,7.0,6.7,44,6.4,33,1.9,2025-11-16
cb2b2cb6,Remote,Finance,Senior,5,Large (1000-5000),Americas,6.2,0,7.7,Discord,Asana,6.5,5.6,8.2,10.0,18,10.0,25,3.4,2025-08-29
a39a8133,Hybrid,Marketing,Director,11,Small (50-200),Asia-Pacific,11.1,29,5.8,Slack,Asana,7.5,6.3,5.4,6.3,37,7.7,26,1.3,2025-10-23
c8d93721,Remote,Product,Senior,7,Enterprise (5000+),Europe,5.0,0,8.0,Discord,Asana,8.5,2.9,4.6,4.2,61,7.7,34,5.1,2025-08-25
c667c427,Office,Product,Mid,4,Medium (200-1000),Americas,11.2,35,5.2,Zoom,Asana,4.1,6.1,7.3,5.8,30,7.1,27,3.6,2025-08-09
c2f78b2b,Office,Sales,Director,13,Large (1000-5000),Asia-Pacific,14.8,21,3.6,Zoom,Jira,3.7,7.9,8.7,9.0,9,7.9,17,1.6,2025-09-29
88c7b84c,Hybrid,Marketing,Senior,8,Medium (200-1000),Europe,9.4,36,6.6,Discord,Linear,6.3,8.7,4.8,5.5,21,7.7,33,5.4,2025-10-10
e940d3c4,Remote,Finance,Junior,0,Large (1000-5000),Asia-Pacific,5.4,0,8.0,Slack,Linear,8.9,6.7,6.3,7.3,29,6.3,40,7.6,2026-01-22
38dd8854,Remote,Engineering,Mid,4,Enterprise (5000+),Europe,5.4,0,8.0,Slack,Jira,8.4,5.0,7.3,6.6,24,6.6,31,5.8,2026-01-29
90b9a447,Remote,Engineering,Senior,7,Small (50-200),Europe,2.1,0,8.0,Zoom,Asana,7.3,6.8,3.1,7.7,21,8.0,22,4.5,2026-01-02
bd757053,Remote,Design,Senior,6,Startup (<50),Asia-Pacific,4.6,0,8.0,Google Meet,Linear,7.4,9.5,5.7,8.7,13,8.5,34,4.4,2026-01-15
0c0f9b89,Hybrid,Engineering,Senior,7,Startup (<50),Asia-Pacific,4.7,16,6.9,Google Meet,Linear,7.8,7.0,5.5,5.0,28,7.2,32,3.5,2025-08-08
5e9da855,Hybrid,Sales,VP,24,Startup (<50),Asia-Pacific,6.0,40,6.8,Google Meet,Asana,7.9,8.0,5.4,5.0,32,8.2,31,4.8,2026-01-22
4a77a0fb,Hybrid,Sales,Mid,4,Enterprise (5000+),Americas,10.4,34,5.8,Discord,Notion,6.6,9.8,3.5,7.5,26,5.9,38,2.8,2025-10-09
69af56e1,Office,Customer Support,Manager,8,Large (1000-5000),Europe,12.9,45,5.3,Google Meet,Asana,3.9,8.9,7.7,3.4,52,5.6,24,2.9,2025-09-10
72798acf,Office,Product,Mid,4,Small (50-200),Americas,11.9,61,6.0,Slack,Asana,1.1,9.6,7.0,4.2,38,5.3,24,2.7,2025-12-11
04330d6c,Hybrid,Operations,Junior,0,Large (1000-5000),Americas,6.8,35,6.5,Slack,Linear,7.9,6.9,5.3,6.3,21,7.5,44,2.6,2025-09-18
5f006184,Hybrid,Product,Senior,9,Small (50-200),Middle East/Africa,4.3,38,6.8,Discord,Asana,9.2,6.0,6.0,9.4,8,9.2,36,4.0,2025-12-08
95e8b6df,Hybrid,Marketing,Mid,4,Small (50-200),Middle East/Africa,8.6,30,5.9,Microsoft Teams,Trello,8.2,8.3,6.6,8.8,12,7.2,36,4.4,2025-08-20
1036fa03,Hybrid,HR,Mid,4,Medium (200-1000),Middle East/Africa,5.1,32,6.5,Discord,Asana,9.7,7.7,5.8,4.8,14,5.7,40,3.8,2025-10-08
f1b81fd6,Hybrid,Finance,Lead,11,Large (1000-5000),Europe,4.9,26,6.6,Zoom,Notion,7.7,5.7,9.8,7.6,15,9.4,30,4.4,2025-12-30
9337bff1,Hybrid,Sales,Lead,8,Medium (200-1000),Middle East/Africa,8.6,29,5.6,Google Meet,Monday.com,6.4,10.0,10.0,6.8,14,5.9,27,4.2,2025-11-17
8e8dd477,Remote,Design,Director,18,Medium (200-1000),Americas,6.2,0,8.0,Discord,Notion,8.1,6.7,3.9,6.4,30,5.6,29,4.6,2026-01-19
38fab2a4,Office,Sales,Mid,2,Large (1000-5000),Asia-Pacific,10.1,53,5.4,Slack,Trello,2.6,8.0,4.0,8.2,30,6.6,17,3.5,2026-01-17
ec7de115,Remote,HR,Lead,7,Large (1000-5000),Middle East/Africa,5.4,0,8.0,Zoom,Jira,7.0,2.8,5.3,6.8,24,6.3,26,5.6,2025-10-18
a343ea6a,Office,HR,VP,28,Medium (200-1000),Americas,8.0,74,5.5,Discord,Trello,7.4,8.0,6.6,5.9,23,6.6,27,3.9,2025-11-29
20e40b7a,Hybrid,Sales,VP,23,Medium (200-1000),Europe,10.6,28,7.2,Google Meet,Asana,8.2,8.4,7.2,7.1,32,8.2,37,3.8,2025-12-24
e41f852b,Remote,Finance,VP,29,Large (1000-5000),Europe,6.7,0,8.0,Slack,Linear,6.5,8.1,6.5,9.7,30,8.0,29,5.0,2025-08-31
ee087daa,Office,Engineering,Lead,6,Large (1000-5000),Asia-Pacific,10.6,54,4.5,Zoom,Trello,6.1,6.7,7.4,6.5,39,7.3,32,3.8,2026-01-27
5860fb0d,Hybrid,HR,Manager,6,Large (1000-5000),Americas,10.6,34,6.0,Google Meet,Linear,9.1,7.7,9.3,8.1,14,8.5,37,3.0,2026-01-28
9019b504,Remote,Design,Manager,9,Large (1000-5000),Europe,4.8,0,8.0,Google Meet,Asana,9.7,7.6,5.0,7.8,22,6.9,36,3.7,2025-09-15
fd658949,Hybrid,Operations,Junior,1,Small (50-200),Americas,11.5,41,5.2,Google Meet,Monday.com,5.0,8.3,7.4,8.7,18,6.8,34,2.9,2026-01-15
888007d7,Hybrid,Design,Senior,5,Large (1000-5000),Americas,4.6,37,6.8,Slack,Asana,10.0,5.7,8.3,9.1,2,8.1,36,2.5,2025-09-01
25e04f22,Hybrid,Operations,Mid,4,Startup (<50),Americas,9.5,24,6.9,Zoom,Notion,8.0,6.2,5.5,7.0,20,5.3,41,5.3,2026-01-03
836e47dc,Office,Marketing,Lead,6,Large (1000-5000),Europe,10.1,49,6.0,Microsoft Teams,Monday.com,6.3,7.5,7.7,6.8,40,8.6,29,2.4,2026-01-05
93fb7312,Remote,Design,Senior,5,Startup (<50),Americas,6.2,0,8.0,Microsoft Teams,Notion,7.1,5.3,7.9,9.4,3,9.9,33,4.8,2025-09-04
7fe4369b,Remote,Product,Manager,12,Enterprise (5000+),Asia-Pacific,3.4,0,8.0,Slack,Trello,6.9,4.0,9.0,9.3,32,8.5,34,4.2,2026-01-19
5e530ec0,Office,Sales,Junior,0,Small (50-200),Europe,10.3,37,5.9,Slack,Monday.com,4.8,9.7,9.6,6.3,52,7.0,30,2.7,2025-10-20
84d121b5,Office,HR,Mid,3,Large (1000-5000),Americas,10.7,65,6.3,Discord,Trello,4.5,7.3,5.6,6.6,29,4.7,28,2.9,2025-08-05
caaa48c6,Hybrid,Engineering,Mid,2,Large (1000-5000),Europe,7.0,42,6.3,Discord,Asana,5.3,6.5,5.2,6.6,34,6.3,34,5.5,2025-09-04
dc1a1a63,Hybrid,Operations,Director,13,Large (1000-5000),Middle East/Africa,11.8,43,5.2,Slack,Trello,9.0,9.2,6.5,4.3,36,7.1,33,3.7,2025-12-22
43f55492,Office,Finance,Mid,3,Enterprise (5000+),Middle East/Africa,9.6,62,5.8,Zoom,Monday.com,7.2,8.6,6.1,4.3,29,5.9,36,1.9,2026-01-27
da5b5821,Remote,Sales,Junior,1,Small (50-200),Asia-Pacific,5.7,0,7.9,Discord,Asana,5.0,4.0,4.2,7.7,24,7.3,33,4.7,2025-10-04
ef2687c7,Office,Product,Lead,6,Large (1000-5000),Europe,9.0,81,5.1,Google Meet,Linear,5.1,9.0,9.4,4.1,35,6.7,24,3.4,2025-12-30
edbadc7c,Hybrid,Finance,Director,19,Large (1000-5000),Americas,9.7,15,6.4,Microsoft Teams,Trello,9.7,7.4,7.5,8.9,5,7.0,37,3.8,2026-01-28
1c10610a,Hybrid,Product,Manager,14,Small (50-200),Asia-Pacific,6.3,33,6.6,Discord,Monday.com,8.6,4.9,7.4,7.6,35,6.6,30,3.1,2025-10-19
d6d5e6b9,Hybrid,Finance,Mid,2,Enterprise (5000+),Americas,7.3,32,5.9,Discord,Asana,6.5,6.4,7.2,7.9,10,7.3,45,6.1,2026-01-03
f2f75faa,Office,Marketing,Director,13,Startup (<50),Europe,8.1,72,6.2,Microsoft Teams,Notion,5.1,9.6,6.5,7.5,11,7.0,18,2.1,2025-12-09
